la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr
15,50,2,2,1,0.9500796252338518,5.0,540925.0,9.0,0,67.0,22344.0,187.0,3.0,1115.0,1387.0,1115.0,1387.0,1048.0,1291.0,0.4243527508090615,0.5226537216828478
3,3,1,1,1,0.0,1.0,326596.0,4.0,0,10.0,1000832.0,13.0,2.0,198.0,1351.0,197.0,1351.0,23.0,1258.0,0.009704811969268095,0.5090982612211888
7,9,2,2,1,0.954434002924965,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,0.0,1.0,1640.0,2.0,0,3.0,5705803.0,4.0,2.0,75.0,970.0,74.0,957.0,18.0,386.0,0.037181996086105666,0.7573385518590998
10,4,1,1,1,0.0,5.0,137610.0,11.0,0,18.0,674023.0,44.0,3.0,309.0,1212.0,307.0,1199.0,135.0,409.0,0.265625,0.80078125
5,5,3,3,1,0.8649735207179273,1.0,87231.0,4.0,0,11.0,969209.0,35.0,3.0,887.0,981.0,874.0,968.0,382.0,388.0,0.7465886939571149,0.7582846003898636
6,0,2,2,1,0.9182958340544896,1.0,2397.0,3.0,0,72.0,25794.0,361.0,2.0,29.0,883.0,29.0,875.0,26.0,813.0,0.01091350040420372,0.3290218270008084
23,17,2,1,1,0.7691928290130138,2.0,69400.0,5.0,0,4.0,2825500.0,8.0,3.0,888.0,1073.0,875.0,1060.0,383.0,431.0,0.7470817120622568,0.8404669260700389
23,5,2,1,1,0.9852281360342516,1.0,57960.0,3.0,0,18.0,257727.0,30.0,2.0,29.0,192.0,29.0,192.0,17.0,117.0,0.13043478260869565,0.855072463768116
0,0,1,1,1,0.0,2.0,51244.0,4.0,0,34.0,44060.0,76.0,2.0,1.0,1163.0,1.0,1161.0,1.0,954.0,0.0008080808080808081,0.38585858585858585
2,1,1,1,1,0.0,5.0,93426.0,7.0,0,21.0,85108.0,34.0,2.0,30.0,1470.0,30.0,1467.0,8.0,1300.0,0.003634894991922456,0.5254442649434572
1,1,1,1,1,0.0,1.0,-25688192.0,2.0,0,2.0,15501530.0,2.0,2.0,77.0,220.0,76.0,219.0,1.0,179.0,0.006024096385542169,0.5421686746987951
35,2,5,5,1,0.9877562100593328,3.0,88374.0,3.0,0,65.0,399759.0,159.0,2.0,31.0,1266.0,31.0,1266.0,9.0,1186.0,0.004037141703673799,0.4792087202260799
20,17,5,5,1,0.9226966452786513,3.0,69997.0,7.0,0,71.0,502341.2,383.0,2.0,4.0,1183.0,4.0,1183.0,4.0,1112.0,0.0020177562550443904,0.4491525423728814
22,1,3,3,1,0.9782534167892909,5.0,806375.0,11.0,0,15.0,431371.0,23.0,1.0,200.0,186.0,200.0,186.0,117.0,116.0,0.8489208633093526,0.8417266187050358
41,5,1,1,1,0.0,2.0,107604.0,4.0,0,33.0,1953090.0,71.0,2.0,582.0,476.0,579.0,475.0,450.0,370.0,0.18192819685357,0.14965711980637353
42,16,4,4,1,0.9732436693580252,2.0,212424.0,5.0,0,50.0,6.0,148.0,2.0,583.0,1140.0,580.0,1140.0,451.0,1055.0,0.18225806451612905,0.4258064516129032
0,8,1,1,1,0.0,2.0,212441.0,5.0,0,37.0,4.0,71.0,3.0,584.0,1504.0,581.0,1503.0,452.0,1330.0,0.1825876662636034,0.5364772269246272
174,76,12,6,1,0.9127446627613464,3.0,465064.0,8.0,0,23.0,9128.0,52.0,2.0,585.0,385.0,582.0,385.0,453.0,236.0,0.18291700241740533,0.09548751007252217
34,0,2,2,1,0.9596868937742168,2.0,212424.0,5.0,0,6.0,1588404.0,8.0,2.0,586.0,1142.0,583.0,1142.0,44.0,63.0,0.32142857142857145,0.4571428571428571
104,49,8,4,1,0.8965213915848228,3.0,465064.0,8.0,0,12.0,171946.875,17.0,2.0,587.0,386.0,584.0,386.0,45.0,118.0,0.3262411347517731,0.8439716312056738
6,1,1,1,1,0.0,1.0,13956.0,3.0,0,2.0,1360006.0,3.0,3.0,78.0,1230.0,77.0,1230.0,48.0,1138.0,0.01973419250906162,0.4587192911800242
2,1,1,1,1,0.0,1.0,190196.0,3.0,0,17.0,672271.0,28.0,2.0,117.0,174.0,116.0,173.0,112.0,159.0,0.5621890547263682,0.7960199004975125
47,22,2,2,1,0.10928571467638523,4.0,18357.0,5.0,0,73.0,23710.0,363.0,2.0,176.0,838.0,176.0,836.0,54.0,794.0,0.022141706924315618,0.32004830917874394
21,16,5,2,1,0.9117032550873024,1.0,23590.0,2.0,0,11.0,2685017.2,19.0,2.0,404.0,198.0,404.0,198.0,20.0,121.0,0.14788732394366194,0.8591549295774648
4,5,1,1,1,0.0,1.0,23614.0,2.0,0,2.0,623942.0,3.0,2.0,405.0,199.0,405.0,199.0,21.0,122.0,0.15384615384615385,0.8601398601398601
16,0,2,2,1,0.5435644431995964,6.0,471508.0,6.0,0,10.0,980984.0,16.0,3.0,0.0,998.0,0.0,995.0,0.0,744.0,0.0004024144869215292,0.2997987927565393
13,7,1,1,1,0.0,2.0,30755.0,3.0,0,6.0,149556.0,16.0,2.0,1124.0,777.0,1123.0,775.0,1056.0,629.0,0.4251810136765889,0.25341914722445696
5,4,2,2,1,0.7642045065086203,1.0,19675.0,3.0,0,15.0,1616119.0,22.0,3.0,1125.0,1287.0,1124.0,1284.0,1057.0,991.0,0.4254121431443506,0.3988741455568959
15,0,2,2,1,0.8366407419411672,3.0,785307.0,3.0,0,15.0,3183.0,23.0,2.0,0.0,1274.0,0.0,1273.0,0.0,1193.0,0.00040192926045016077,0.479903536977492
35,0,1,1,1,0.0,4.0,182002.0,7.0,0,6.0,7975.0,17.0,2.0,6.0,1366.0,6.0,1365.0,5.0,1270.0,0.0024106066693451184,0.5106468461229411
17,0,1,1,1,0.0,7.0,437010.0,14.0,0,7.0,3542.0,18.0,3.0,59.0,1819.0,59.0,1806.0,54.0,1341.0,0.02208835341365462,0.5389558232931727
42,1,2,2,1,0.5830194167347008,3.0,435521.0,1.0,0,10.0,918534.0,21.0,1.0,890.0,238.0,877.0,237.0,384.0,120.0,0.7475728155339806,0.2349514563106796
11,2,1,1,1,0.0,3.0,4507.0,4.0,0,2.0,532872.0,3.0,2.0,191.0,160.0,191.0,160.0,120.0,25.0,0.8402777777777778,0.18055555555555555
12,2,1,1,1,0.0,3.0,99853.0,6.0,0,7.0,504027.0,9.0,3.0,192.0,561.0,192.0,561.0,63.0,514.0,0.025692492974708957,0.2067442794058611
26,21,3,1,1,0.9675659789358809,3.0,503966.0,2.0,0,1.0,508260.0,2.0,1.0,891.0,239.0,878.0,238.0,385.0,121.0,0.748062015503876,0.2364341085271318
1,1,1,1,1,0.0,1.0,27361.0,4.0,0,9.0,505595.0,16.0,3.0,169.0,1962.0,169.0,1958.0,150.0,1650.0,0.060593900481540924,0.6625200642054575
1,1,1,1,1,0.0,1.0,407235.0,4.0,0,4.0,540944.0,5.0,2.0,170.0,202.0,170.0,202.0,2.0,124.0,0.020689655172413796,0.8620689655172413
11,1,1,1,1,0.0,3.0,-25072866.0,4.0,0,41.0,444140.0,99.0,3.0,154.0,190.0,154.0,189.0,5.0,14.0,0.06,0.15
0,0,4,1,1,0.0,1.0,-25003834.0,2.0,0,1.0,2872937.0,1.0,3.0,210.0,268.0,210.0,267.0,201.0,217.0,0.6066066066066066,0.6546546546546547
20,0,2,2,1,0.934068055375491,2.0,379191.0,6.0,0,44.0,65326.0,109.0,3.0,11.0,1489.0,11.0,1486.0,11.0,1317.0,0.004813477737665464,0.5286803048535901
17,0,1,1,1,0.0,4.0,379216.0,3.0,0,8.0,33792.0,19.0,2.0,12.0,1488.0,12.0,1485.0,12.0,1316.0,0.0052125100240577385,0.5280673616680032
233,132,2,2,1,0.8101907277693914,3.0,1066630.0,5.0,0,6.0,1824352.0,5.0,2.0,8.0,1170.0,8.0,1168.0,1.0,959.0,0.0008016032064128255,0.3847695390781563
39,2,2,2,1,0.600608575413187,3.0,105132.0,6.0,0,68.0,87781.0,189.0,2.0,5.0,1198.0,5.0,1197.0,5.0,1126.0,0.002403846153846154,0.4515224358974359
7,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,0.0,1.0,6441.0,3.0,0,18.0,1500566.0,25.0,3.0,80.0,985.0,79.0,983.0,49.0,791.0,0.020024028834601526,0.3171806167400881
4,1,1,1,1,0.0,1.0,64340.0,2.0,0,17.0,469544.0,38.0,2.0,3.0,1199.0,3.0,1198.0,2.0,1127.0,0.0012009607686148918,0.4515612489991994
388,11,4,4,1,0.5372659196674701,6.0,5823221.0,16.0,0,58.0,149157.5,153.0,4.0,174.0,2088.0,174.0,2083.0,132.0,1729.0,0.05322128851540616,0.6922769107643058
14,0,1,1,1,0.0,3.0,429106.0,6.0,0,8.0,27900.0,20.0,2.0,8.0,421.0,8.0,421.0,7.0,378.0,0.0032,0.1516
1,0,1,1,1,0.0,1.0,5019.0,3.0,0,3.0,57487.0,4.0,3.0,194.0,181.0,194.0,181.0,122.0,24.0,0.8424657534246576,0.17123287671232876
55,0,2,1,1,0.4394969869215134,2.0,941230.0,2.0,0,1.0,28675.0,2.0,1.0,892.0,240.0,879.0,239.0,386.0,122.0,0.7485493230174082,0.2379110251450677
5,0,1,1,1,0.0,1.0,38911.0,2.0,0,13.0,121379.0,17.0,3.0,195.0,437.0,195.0,437.0,123.0,123.0,0.8435374149659864,0.8435374149659864
5,0,1,1,1,0.0,2.0,79143.0,5.0,0,21.0,1203159.0,31.0,3.0,196.0,1319.0,196.0,1318.0,64.0,1210.0,0.025989604158336663,0.4842063174730108
16,1,3,3,1,0.7315975941709252,3.0,619669.0,4.0,0,29.0,252298.33333333328,66.0,2.0,1.0,1013.0,1.0,1011.0,1.0,826.0,0.0007993605115907273,0.3305355715427658
6,5,2,2,1,0.6840384356390417,2.0,330727.0,3.0,0,73.0,96356.0,364.0,2.0,22.0,1377.0,22.0,1376.0,21.0,1281.0,0.008789452656811825,0.5121853775469437
2,2,2,2,1,1.0,2.0,58096.0,3.0,0,20.0,307799.0,44.0,2.0,30.0,1386.0,30.0,1384.0,27.0,1222.0,0.011182108626198084,0.4884185303514377
5,0,1,1,1,0.0,1.0,10917.0,3.0,0,2.0,3752099.0,6.0,3.0,2.0,789.0,2.0,788.0,1.0,657.0,0.0007984031936127744,0.2626746506986028
86,0,2,1,1,0.0,1.0,417756.0,2.0,0,0.0,0.0,0.0,2.0,893.0,344.0,880.0,343.0,387.0,135.0,0.749034749034749,0.2625482625482625
73,70,6,6,1,0.7787937169655395,3.0,582652.0,6.0,0,88.0,530665.0,311.0,2.0,1138.0,876.0,1137.0,873.0,1070.0,723.0,0.4273743016759777,0.28890662410215484
42,1,2,2,2,0.3650551896402848,5.0,339888.0,6.0,0,18.0,9171295.0,29.0,2.0,171.0,667.0,171.0,667.0,152.0,614.0,0.06025994486018117,0.2422213469870028
2,3,1,1,1,0.0,2.0,458952.0,8.0,0,4.0,5609392.0,5.0,5.0,1177.0,1108.0,1163.0,1095.0,411.0,401.0,0.7938342967244701,0.7745664739884393
2,2,2,2,1,1.0,3.0,369831.0,12.0,0,51.0,416626.0,148.0,5.0,12.0,1041.0,12.0,1041.0,12.0,842.0,0.00518341307814992,0.3361244019138756
2,2,1,1,1,0.0,1.0,112313.0,3.0,0,43.0,8724.0,105.0,2.0,13.0,1382.0,13.0,1381.0,13.0,1286.0,0.005579912315663611,0.5129533678756477
30,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,7,2,2,1,0.9944423248022588,4.0,297103.0,6.0,0,45.0,126084.0,112.0,2.0,1140.0,513.0,1139.0,513.0,1072.0,464.0,0.42749003984063744,0.1852589641434263
68,3,6,5,1,0.8047228143902135,1.0,42124.0,5.0,0,78.0,22292.0,372.0,3.0,180.0,864.0,180.0,863.0,58.0,712.0,0.02349661489446436,0.2839506172839506
72,4,1,1,1,0.0,9.0,998929.0,10.0,0,8.0,86074.0,21.0,4.0,10.0,1321.0,10.0,1320.0,8.0,1235.0,0.0035828025477707007,0.4920382165605096
12,6,1,1,1,0.0,3.0,532526.0,5.0,0,37.0,22610.0,74.0,2.0,0.0,1014.0,0.0,1011.0,0.0,827.0,0.0003979307600477517,0.3294866693195384
6,0,1,1,1,0.0,1.0,256520.0,3.0,0,38.0,1803.0,75.0,2.0,23.0,1386.0,23.0,1385.0,22.0,1290.0,0.009148766905330152,0.5135242641209228
24,0,1,1,1,0.0,4.0,357228.0,7.0,0,8.0,3384.0,22.0,1.0,0.0,418.0,0.0,418.0,0.0,375.0,0.00039761431411530816,0.14950298210735585
625,317,16,7,1,0.6134784203686205,7.0,191165.0,20.0,0,103.0,51534.875,579.0,3.0,1166.0,1498.0,1165.0,1495.0,1095.0,1384.0,0.4356120826709062,0.550476947535771
268,17,12,8,1,0.6372702037414556,1.0,272785.0,3.0,0,52.0,360683.83333333326,180.0,2.0,33.0,1296.0,33.0,1295.0,8.0,1215.0,0.003575685339690107,0.4831148192292412
61,1,1,1,1,0.0,3.0,254209.0,2.0,0,9.0,5778.0,23.0,2.0,24.0,1390.0,24.0,1389.0,23.0,1294.0,0.009531374106433678,0.5142970611596506
36,0,2,2,1,0.41381685030363374,3.0,388657.0,5.0,0,47.0,22468.5,115.0,3.0,2.0,1299.0,2.0,1298.0,2.0,1218.0,0.0011909487892020642,0.4839221913457721
45,6,2,2,1,0.6722948170756379,2.0,10421.0,4.0,0,68.0,122174.0,190.0,2.0,1147.0,226.0,1146.0,226.0,1079.0,198.0,0.42857142857142855,0.07896825396825398
1,1,1,1,1,0.0,1.0,21149.0,2.0,0,3.0,177643.0,3.0,2.0,420.0,207.0,420.0,207.0,22.0,127.0,0.1554054054054054,0.8648648648648649
1,1,1,1,1,0.0,1.0,4669.0,3.0,0,4.0,3348405.0,4.0,3.0,421.0,1007.0,421.0,1005.0,377.0,938.0,0.14994049980166602,0.3724712415708053
1,1,1,1,1,0.0,2.0,-25004092.0,4.0,0,2.0,5711557.0,2.0,3.0,629.0,338.0,629.0,337.0,202.0,289.0,0.6077844311377245,0.8682634730538922
17,5,3,3,1,0.9445113717563274,11.0,1029341.0,14.0,0,84.0,28469.33333333333,409.0,3.0,45.0,1620.0,45.0,1617.0,2.0,1437.0,0.0011895321173671688,0.5701823949246629
119,17,4,2,1,0.8921540031979542,35.0,6414488.0,20.0,0,61.0,3857096.0,333.0,3.0,436.0,1080.0,434.0,1078.0,418.0,1001.0,0.1660721363456203,0.3971462544589774
1,1,1,1,1,0.0,1.0,394995.0,2.0,0,4.0,3721217.0,9.0,3.0,424.0,1028.0,424.0,1014.0,10.0,398.0,0.021153846153846155,0.7673076923076924
11,3,2,2,2,0.9852281360342516,1.0,337313.0,6.0,0,8.0,790334.0,14.0,2.0,61.0,167.0,61.0,166.0,60.0,165.0,0.2824074074074074,0.7685185185185185
65,20,2,2,1,0.9465202215633436,1.0,332918.0,2.0,0,7.0,4678368.0,17.0,2.0,896.0,257.0,882.0,256.0,390.0,129.0,0.7504798464491362,0.2495201535508637
0,152,1,1,1,0.0,3.0,1111812.0,5.0,0,2.0,17652509.0,2.0,2.0,897.0,171.0,883.0,171.0,391.0,51.0,0.7509578544061303,0.09961685823754787
24,27,3,3,1,0.9557508624308391,1.0,-25077019.0,5.0,0,4.0,2147637.666666666,7.0,3.0,203.0,336.0,201.0,334.0,181.0,238.0,0.5432835820895522,0.7134328358208956
64,24,8,6,1,0.8981658471131165,14.0,219598.0,7.0,0,103.0,168345.0,622.0,2.0,9.0,1301.0,9.0,1300.0,8.0,1220.0,0.003565768621236133,0.4837559429477021
1,0,1,1,1,0.0,1.0,-25079101.0,2.0,0,8.0,753808.0,12.0,3.0,293.0,314.0,292.0,313.0,249.0,218.0,0.7440476190476191,0.6517857142857143
15,12,2,1,1,0.8767162889994641,1.0,13108.0,2.0,0,18.0,379426.5,32.0,2.0,28.0,208.0,28.0,208.0,23.0,128.0,0.1610738255033557,0.8657718120805369
5,1,1,1,1,0.0,1.0,6387.0,2.0,0,68.0,81668.0,329.0,2.0,1.0,1400.0,1.0,1399.0,0.0,1301.0,0.0003960396039603961,0.5156435643564357
29,15,1,1,1,0.0,2.0,-25079368.0,6.0,0,7.0,554243.0,14.0,4.0,294.0,323.0,293.0,322.0,250.0,224.0,0.744807121661721,0.6676557863501483
34,0,2,2,1,0.7335379291086666,2.0,1227796.0,4.0,0,24.0,361174.0,28.0,2.0,4.0,773.0,4.0,772.0,2.0,704.0,0.0011876484560570072,0.27909738717339666
4,1,1,1,1,0.0,2.0,-25069818.0,5.0,0,5.0,1100751.0,5.0,3.0,295.0,317.0,294.0,316.0,251.0,220.0,0.7455621301775148,0.6538461538461539
78,0,1,1,1,0.0,5.0,91781.0,5.0,0,9.0,273539.0,24.0,1.0,61.0,1151.0,61.0,1150.0,56.0,1083.0,0.022556390977443608,0.4289671547289276
177,6,2,2,1,0.9864954131875141,2.0,16771.0,4.0,0,15.0,861962.0,18.0,3.0,898.0,1631.0,881.0,1630.0,476.0,1410.0,0.1886867088607595,0.5581487341772152
4,1,2,2,1,0.9709505944546686,2.0,-21662275.0,8.0,0,18.0,711515.0,46.0,6.0,234.0,291.0,234.0,290.0,219.0,242.0,0.6489675516224189,0.7168141592920354
4,11,2,2,1,0.9709505944546686,2.0,67851.0,4.0,0,16.0,917299.0,24.0,3.0,200.0,1273.0,200.0,1272.0,126.0,144.0,0.8466666666666667,0.9666666666666668
26,0,1,1,1,0.0,3.0,-25079344.0,3.0,0,7.0,2104685.0,7.0,3.0,189.0,319.0,189.0,318.0,173.0,222.0,0.5117647058823529,0.6558823529411765
259,47,6,5,1,0.7838781590193756,16.0,3871960.0,32.0,0,70.0,317222.5,193.0,2.0,3.0,912.0,3.0,908.0,2.0,734.0,0.0011862396204033216,0.29062870699881377
109,60,8,4,1,0.9555450708760319,5.0,37336.0,15.0,0,82.0,357952.125,426.0,2.0,1154.0,818.0,1153.0,814.0,1085.0,757.0,0.4292490118577075,0.29960474308300394
37,28,2,2,1,0.9792415350396868,3.0,194163.0,6.0,0,36.0,1084087.5,88.0,3.0,1155.0,1530.0,1154.0,1526.0,1086.0,1441.0,0.4294745160015804,0.5697352824970368
18,2,2,2,1,0.6098403047164004,4.0,238210.0,3.0,0,60.0,59488.0,164.0,2.0,4.0,1016.0,4.0,1012.0,3.0,829.0,0.001579778830963665,0.3278041074249605
31,26,8,3,1,0.9115041272502571,6.0,83373.0,7.0,0,52.0,6036.0,148.0,1.0,29.0,1156.0,29.0,1155.0,5.0,1087.0,0.002368732727990525,0.42953020134228187
6,4,2,1,1,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,41,6,3,1,0.9189827393975188,2.0,-25079401.0,3.0,0,17.0,642557.6666666665,73.0,3.0,210.0,320.0,210.0,319.0,166.0,223.0,0.4897360703812317,0.656891495601173
2,2,2,2,1,1.0,1.0,66627.0,2.0,0,17.0,2730188.0,38.0,2.0,56.0,984.0,55.0,967.0,6.0,398.0,0.01338432122370937,0.762906309751434
2,2,1,1,1,0.0,1.0,-25079184.0,4.0,0,17.0,18492.0,42.0,4.0,211.0,427.0,211.0,425.0,193.0,297.0,0.5672514619883041,0.8713450292397661
1,0,1,1,1,0.0,1.0,-25079235.0,5.0,0,3.0,278721.0,5.0,3.0,210.0,157.0,208.0,155.0,188.0,66.0,0.5510204081632653,0.19533527696793
14,0,1,1,1,0.0,3.0,166299.0,4.0,0,11.0,2897147.0,17.0,3.0,1157.0,1862.0,1156.0,1858.0,1088.0,1621.0,0.4297553275453828,0.6400947119179163
99,0,3,2,1,0.8236066762880021,24.0,3571411.0,28.0,0,32.0,1089783.666666667,64.0,2.0,3.0,1788.0,3.0,1784.0,3.0,1554.0,0.0015779092702169625,0.6134122287968442
0,10,1,1,1,0.0,4.0,1179569.0,8.0,0,28.0,643273.0,79.0,2.0,24.0,1272.0,24.0,1255.0,0.0,405.0,0.0019083969465648852,0.7748091603053435
42,1,3,2,1,0.3293132040456119,1.0,166762.0,2.0,0,16.0,631129.0,78.0,3.0,97.0,1052.0,96.0,1035.0,27.0,405.0,0.05333333333333334,0.7733333333333333
1,1,1,1,1,0.0,1.0,13572.0,3.0,0,0.0,0.0,0.0,1.0,93.0,201.0,92.0,201.0,3.0,127.0,0.026490066225165563,0.847682119205298
11,3,2,2,1,0.9852281360342516,2.0,131762.0,8.0,0,29.0,424307.0,60.0,4.0,1159.0,1832.0,1158.0,1827.0,1090.0,1566.0,0.43020504731861203,0.6179022082018928
1,0,1,1,1,0.0,1.0,-23470745.0,5.0,0,2.0,2149435.0,2.0,2.0,12.0,336.0,12.0,335.0,9.0,291.0,0.02906976744186046,0.8488372093023255
12,2,2,2,2,0.5916727785823275,1.0,8884.0,7.0,0,4.0,4455287.0,4.0,4.0,156.0,184.0,155.0,183.0,154.0,180.0,0.7142857142857143,0.8341013824884793
51,11,3,3,1,0.7666319810727764,2.0,125412.0,5.0,0,57.0,453893.0,139.0,3.0,1205.0,1835.0,1204.0,1831.0,1099.0,1556.0,0.43358297201419005,0.6137169885691762
35,1,2,2,1,0.6500224216483541,1.0,8561.0,3.0,0,48.0,350537.0,116.0,3.0,1161.0,1723.0,1160.0,1704.0,1092.0,1190.0,0.4306540583136328,0.4692671394799055
63,9,3,3,1,0.8096107073296107,2.0,12089.0,2.0,0,48.0,356.0,118.0,2.0,1162.0,1275.0,1161.0,1258.0,1093.0,821.0,0.43087829854273335,0.32374950768018906
13,5,1,1,1,0.0,1.0,31717.0,3.0,0,59.0,73280.0,151.0,3.0,729.0,1232.0,727.0,1231.0,692.0,1159.0,0.2728346456692913,0.4566929133858268
7,5,3,2,1,0.9206198357143052,2.0,3938.0,3.0,1,24.0,72677.0,55.0,1.0,427.0,427.0,427.0,427.0,381.0,381.0,0.1503345139708776,0.1503345139708776
1,1,1,1,1,0.0,1.0,2104.0,0.0,1,1.0,1231643.0,14.0,1.0,119.0,119.0,118.0,118.0,114.0,114.0,0.5637254901960784,0.5637254901960784
11,4,2,2,1,0.7219280948873623,1.0,26143.0,4.0,0,74.0,1520843.0,344.0,3.0,730.0,1206.0,728.0,1202.0,693.0,992.0,0.2730133752950433,0.3906372934697089
66,0,2,2,1,0.9760206482366148,2.0,246000.0,5.0,0,48.0,16473.0,118.0,3.0,1164.0,1923.0,1163.0,1919.0,1095.0,1678.0,0.4309870232009438,0.6602438065277232
60,7,5,3,1,0.887098757873505,7.0,112398.0,9.0,0,70.0,513968.0,238.0,1.0,1277.0,1165.0,1276.0,1164.0,1195.0,1096.0,0.470125786163522,0.4312106918238994
34,37,2,1,1,0.7162583911075449,2.0,-24905810.0,5.0,0,2.0,1771718.0,5.0,4.0,130.0,433.0,129.0,431.0,36.0,300.0,0.1072463768115942,0.8724637681159421
1,1,1,1,1,0.0,1.0,3802.0,1.0,0,2.0,15808008.0,3.0,1.0,96.0,1166.0,95.0,1165.0,52.0,1097.0,0.02082514734774067,0.431434184675835
16,13,6,6,1,0.6505572252067211,2.0,205979.0,3.0,0,22.0,364281.33333333326,107.0,2.0,57.0,917.0,56.0,900.0,7.0,398.0,0.015209125475285171,0.7585551330798479
27,33,24,12,1,0.5674215973042895,1.0,200271.0,2.0,0,45.0,621277.0833333335,205.0,2.0,58.0,918.0,57.0,901.0,8.0,399.0,0.017077798861480076,0.7590132827324478
39,24,11,8,1,0.8896180001656036,4.0,549843.0,6.0,0,42.0,1162.0,216.0,2.0,59.0,919.0,58.0,902.0,9.0,400.0,0.01893939393939394,0.759469696969697
7,8,2,2,1,0.7219280948873623,3.0,547655.0,7.0,0,14.0,1273.0,29.0,2.0,60.0,920.0,59.0,903.0,10.0,401.0,0.020793950850661626,0.7599243856332704
0,2,1,1,1,0.0,3.0,95939.0,12.0,0,23.0,46498.0,51.0,3.0,0.0,559.0,0.0,559.0,0.0,484.0,0.0003927729772191674,0.19049489395129612
5,3,1,1,1,0.0,1.0,95113.0,7.0,0,12.0,1035902.0,28.0,5.0,265.0,1676.0,264.0,1659.0,128.0,414.0,0.24339622641509434,0.7830188679245284
3,1,2,2,1,1.0,3.0,114184.0,6.0,0,21.0,46659.0,86.0,2.0,182.0,1193.0,182.0,1175.0,117.0,423.0,0.2222222222222222,0.7984934086629002
35,0,1,1,1,0.0,2.0,307474.0,5.0,0,9.0,145314.0,25.0,3.0,1168.0,1926.0,1167.0,1921.0,1099.0,1681.0,0.43188064389477815,0.6603847663918335
38,0,1,1,1,0.0,8.0,894384.0,4.0,0,9.0,4929.0,26.0,4.0,15.0,1323.0,15.0,1322.0,15.0,1240.0,0.006279434850863423,0.4870486656200942
33,0,3,3,1,0.7788126744459858,4.0,38359.0,7.0,0,25.0,2491420.333333333,44.0,2.0,60.0,1317.0,60.0,1312.0,54.0,1120.0,0.02157708905453119,0.43978030600235385
25,3,3,2,1,0.8674007290419858,3.0,48474.0,2.0,0,50.0,489585.0,153.0,2.0,1186.0,1801.0,1185.0,1796.0,1115.0,1567.0,0.4376470588235294,0.6149019607843137
16,5,3,3,1,0.8895951911673141,1.0,42270.0,1.0,1,14.0,527322.0,26.0,1.0,202.0,202.0,202.0,202.0,128.0,128.0,0.8486842105263158,0.8486842105263158
0,2,1,1,1,0.0,1.0,58712.0,5.0,0,69.0,66494.0,332.0,3.0,0.0,1213.0,0.0,1209.0,0.0,998.0,0.0003920031360250882,0.3916111328890631
33,53,1,1,1,0.0,6.0,780104.0,5.0,0,4.0,1036108.0,6.0,2.0,28.0,176.0,28.0,175.0,26.0,163.0,0.13170731707317074,0.8
21,5,5,5,1,0.8900266800526803,1.0,38242.0,6.0,0,95.0,142832.8,397.0,4.0,1395.0,2117.0,1393.0,2111.0,1194.0,1807.0,0.4682601880877743,0.7084639498432602
26,19,1,1,1,0.0,1.0,-24905825.0,3.0,0,3.0,137037.0,6.0,5.0,165.0,453.0,163.0,450.0,69.0,315.0,0.2023121387283237,0.9132947976878611
21,2,2,2,1,0.5586293734521992,2.0,32216.0,7.0,0,14.0,76369.0,21.0,3.0,1283.0,1879.0,1282.0,1874.0,1201.0,1638.0,0.4708186447316882,0.6419898159028594
2,2,1,1,1,0.0,1.0,28745.0,3.0,0,70.0,11152.0,333.0,2.0,732.0,1805.0,730.0,1800.0,695.0,1571.0,0.2725137039937353,0.615505090054816
6,5,2,2,1,0.94566030460064,2.0,1195758.0,6.0,0,1.0,1801934.0,3.0,4.0,13.0,349.0,13.0,349.0,7.0,132.0,0.052287581699346414,0.8692810457516341
36,23,2,2,1,0.21357981533827733,1.0,28789.0,2.0,0,75.0,83096.5,373.0,2.0,733.0,1806.0,731.0,1801.0,696.0,1572.0,0.27279843444227003,0.6156555772994129
6,5,2,2,1,0.94566030460064,2.0,772164.0,11.0,0,1.0,1533043.0,1.0,3.0,159.0,1015.0,159.0,1011.0,137.0,820.0,0.0539906103286385,0.3212050078247261
9,9,1,1,1,0.0,2.0,26822.0,4.0,0,6.0,7176477.0,7.0,2.0,1286.0,1285.0,1285.0,1284.0,1204.0,1192.0,0.4712553773953852,0.4665623777864685
2,1,1,1,1,0.0,1.0,141672.0,2.0,0,19.0,176350.0,40.0,2.0,213.0,1013.0,213.0,1011.0,187.0,963.0,0.07349491790461297,0.37685691946833466
1,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
